<EMAIL>sbell@aellab.com</EMAIL><LAB EDD>T2023543(ADAPT).csv</LAB EDD><FIELD EDD>T2023543(ADAPT Field).csv</FIELD EDD>
"Export_User","Export_DateTime","Facility_ID","TestSite_ID","Facility_Name","TestSite_Name","Well_Purged","Sample_ID","Sample_Date","Sample_Method","Sample_Filtered","Matrix","STORET_Code","Parameter","Lab_Cert_Numb","Prep_Date","Prep_Method","Preserv_Intact","Analysis_Date","Analysis_Method","Result","Units","Qualifier","Detection_Limit","Comments","Report_Type","Key","Rev","Testsite Table","Program_Area","Client_Analyte_ID","Error","Dilution","Percent_Moisture","Reporting_Limit"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-34","Y","T2023543007","2020/12/18 12:11:00","PP","N","W","034403","Indeno(1,2,3-cd)pyrene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 20:47:00","EPA 8270/PAH Low Level","0.041","ug/L","U","0.041",,"SEMGW","*********",,,"PRP","193395",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-29R","Y","T2023543003","2020/12/18 12:36:00","PP","N","W","034403","Indeno(1,2,3-cd)pyrene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 18:52:00","EPA 8270/PAH Low Level","0.041","ug/L","U","0.041",,"SEMGW","*********",,,"PRP","193395",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-32","Y","T2023543005","2020/12/18 13:00:00","PP","N","W","034403","Indeno(1,2,3-cd)pyrene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 19:49:00","EPA 8270/PAH Low Level","0.041","ug/L","U","0.041",,"SEMGW","*********",,,"PRP","193395",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-12R","Y","T2023543001","2020/12/18 13:27:00","PP","N","W","034403","Indeno(1,2,3-cd)pyrene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 17:55:00","EPA 8270/PAH Low Level","0.040","ug/L","U","0.040",,"SEMGW","*********",,,"PRP","193395",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-28RR","Y","T2023543002","2020/12/18 13:53:00","PP","N","W","034403","Indeno(1,2,3-cd)pyrene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 18:23:00","EPA 8270/PAH Low Level","0.041","ug/L","U","0.041",,"SEMGW","*********",,,"PRP","193395",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-31R","Y","T2023543004","2020/12/18 14:20:00","PP","N","W","034403","Indeno(1,2,3-cd)pyrene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 19:21:00","EPA 8270/PAH Low Level","0.041","ug/L","U","0.041",,"SEMGW","*********",,,"PRP","193395",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-33","Y","T2023543006","2020/12/18 10:54:00","PP","N","W","034461","Phenanthrene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 20:18:00","EPA 8270/PAH Low Level","150","ug/L",,"0.035",,"SEMGW","*********",,,"PRP","85018",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-36","Y","T2023543009","2020/12/18 11:20:00","PP","N","W","034461","Phenanthrene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 21:44:00","EPA 8270/PAH Low Level","0.088","ug/L","I","0.035",,"SEMGW","*********",,,"PRP","85018",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-35","Y","T2023543008","2020/12/18 11:45:00","PP","N","W","034461","Phenanthrene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 21:15:00","EPA 8270/PAH Low Level","0.50","ug/L",,"0.035",,"SEMGW","*********",,,"PRP","85018",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-34","Y","T2023543007","2020/12/18 12:11:00","PP","N","W","034461","Phenanthrene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 20:47:00","EPA 8270/PAH Low Level","0.067","ug/L","I","0.035",,"SEMGW","*********",,,"PRP","85018",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-29R","Y","T2023543003","2020/12/18 12:36:00","PP","N","W","034461","Phenanthrene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 18:52:00","EPA 8270/PAH Low Level","46","ug/L",,"0.035",,"SEMGW","*********",,,"PRP","85018",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-32","Y","T2023543005","2020/12/18 13:00:00","PP","N","W","034461","Phenanthrene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 19:49:00","EPA 8270/PAH Low Level","0.50","ug/L",,"0.035",,"SEMGW","*********",,,"PRP","85018",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-12R","Y","T2023543001","2020/12/18 13:27:00","PP","N","W","034461","Phenanthrene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 17:55:00","EPA 8270/PAH Low Level","2.1","ug/L",,"0.034",,"SEMGW","*********",,,"PRP","85018",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-28RR","Y","T2023543002","2020/12/18 13:53:00","PP","N","W","034461","Phenanthrene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 18:23:00","EPA 8270/PAH Low Level","0.66","ug/L",,"0.035",,"SEMGW","*********",,,"PRP","85018",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-31R","Y","T2023543004","2020/12/18 14:20:00","PP","N","W","034461","Phenanthrene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 19:21:00","EPA 8270/PAH Low Level","7.5","ug/L",,"0.035",,"SEMGW","*********",,,"PRP","85018",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-33","Y","T2023543006","2020/12/18 10:54:00","PP","N","W","034469","Pyrene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 20:18:00","EPA 8270/PAH Low Level","10","ug/L",,"0.036",,"SEMGW","*********",,,"PRP","129000",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-36","Y","T2023543009","2020/12/18 11:20:00","PP","N","W","034469","Pyrene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 21:44:00","EPA 8270/PAH Low Level","0.036","ug/L","U","0.036",,"SEMGW","*********",,,"PRP","129000",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-35","Y","T2023543008","2020/12/18 11:45:00","PP","N","W","034469","Pyrene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 21:15:00","EPA 8270/PAH Low Level","0.049","ug/L","I","0.036",,"SEMGW","*********",,,"PRP","129000",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-34","Y","T2023543007","2020/12/18 12:11:00","PP","N","W","034469","Pyrene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 20:47:00","EPA 8270/PAH Low Level","0.036","ug/L","U","0.036",,"SEMGW","*********",,,"PRP","129000",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-29R","Y","T2023543003","2020/12/18 12:36:00","PP","N","W","034469","Pyrene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 18:52:00","EPA 8270/PAH Low Level","2.3","ug/L",,"0.036",,"SEMGW","*********",,,"PRP","129000",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-32","Y","T2023543005","2020/12/18 13:00:00","PP","N","W","034469","Pyrene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 19:49:00","EPA 8270/PAH Low Level","0.036","ug/L","U","0.036",,"SEMGW","*********",,,"PRP","129000",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-12R","Y","T2023543001","2020/12/18 13:27:00","PP","N","W","034469","Pyrene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 17:55:00","EPA 8270/PAH Low Level","0.066","ug/L","I","0.035",,"SEMGW","*********",,,"PRP","129000",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-28RR","Y","T2023543002","2020/12/18 13:53:00","PP","N","W","034469","Pyrene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 18:23:00","EPA 8270/PAH Low Level","0.12","ug/L","I","0.036",,"SEMGW","*********",,,"PRP","129000",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-31R","Y","T2023543004","2020/12/18 14:20:00","PP","N","W","034469","Pyrene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 19:21:00","EPA 8270/PAH Low Level","0.089","ug/L","I","0.036",,"SEMGW","*********",,,"PRP","129000",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-33","Y","T2023543006","2020/12/18 10:54:00","PP","N","W","034521","Benzo(g,h,i)perylene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 20:18:00","EPA 8270/PAH Low Level","0.043","ug/L","U","0.043",,"SEMGW","*********",,,"PRP","191242",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-36","Y","T2023543009","2020/12/18 11:20:00","PP","N","W","034521","Benzo(g,h,i)perylene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 21:44:00","EPA 8270/PAH Low Level","0.043","ug/L","U","0.043",,"SEMGW","*********",,,"PRP","191242",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-35","Y","T2023543008","2020/12/18 11:45:00","PP","N","W","034521","Benzo(g,h,i)perylene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 21:15:00","EPA 8270/PAH Low Level","0.043","ug/L","U","0.043",,"SEMGW","*********",,,"PRP","191242",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-34","Y","T2023543007","2020/12/18 12:11:00","PP","N","W","034521","Benzo(g,h,i)perylene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 20:47:00","EPA 8270/PAH Low Level","0.043","ug/L","U","0.043",,"SEMGW","*********",,,"PRP","191242",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-29R","Y","T2023543003","2020/12/18 12:36:00","PP","N","W","034521","Benzo(g,h,i)perylene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 18:52:00","EPA 8270/PAH Low Level","0.043","ug/L","U","0.043",,"SEMGW","*********",,,"PRP","191242",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-32","Y","T2023543005","2020/12/18 13:00:00","PP","N","W","034521","Benzo(g,h,i)perylene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 19:49:00","EPA 8270/PAH Low Level","0.043","ug/L","U","0.043",,"SEMGW","*********",,,"PRP","191242",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-12R","Y","T2023543001","2020/12/18 13:27:00","PP","N","W","034521","Benzo(g,h,i)perylene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 17:55:00","EPA 8270/PAH Low Level","0.045","ug/L","I","0.042",,"SEMGW","*********",,,"PRP","191242",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-28RR","Y","T2023543002","2020/12/18 13:53:00","PP","N","W","034521","Benzo(g,h,i)perylene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 18:23:00","EPA 8270/PAH Low Level","0.043","ug/L","U","0.043",,"SEMGW","*********",,,"PRP","191242",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-31R","Y","T2023543004","2020/12/18 14:20:00","PP","N","W","034521","Benzo(g,h,i)perylene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 19:21:00","EPA 8270/PAH Low Level","0.043","ug/L","U","0.043",,"SEMGW","*********",,,"PRP","191242",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-33","Y","T2023543006","2020/12/18 10:54:00","PP","N","W","034526","Benzo(a)anthracene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 20:18:00","EPA 8270/PAH Low Level","0.41","ug/L",,"0.040",,"SEMGW","*********",,,"PRP","56553",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-36","Y","T2023543009","2020/12/18 11:20:00","PP","N","W","034526","Benzo(a)anthracene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 21:44:00","EPA 8270/PAH Low Level","0.040","ug/L","U","0.040",,"SEMGW","*********",,,"PRP","56553",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-35","Y","T2023543008","2020/12/18 11:45:00","PP","N","W","034526","Benzo(a)anthracene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 21:15:00","EPA 8270/PAH Low Level","0.040","ug/L","U","0.040",,"SEMGW","*********",,,"PRP","56553",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-34","Y","T2023543007","2020/12/18 12:11:00","PP","N","W","034526","Benzo(a)anthracene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 20:47:00","EPA 8270/PAH Low Level","0.051","ug/L","I","0.040",,"SEMGW","*********",,,"PRP","56553",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-29R","Y","T2023543003","2020/12/18 12:36:00","PP","N","W","034526","Benzo(a)anthracene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 18:52:00","EPA 8270/PAH Low Level","0.12","ug/L","I","0.040",,"SEMGW","*********",,,"PRP","56553",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-32","Y","T2023543005","2020/12/18 13:00:00","PP","N","W","034526","Benzo(a)anthracene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 19:49:00","EPA 8270/PAH Low Level","0.040","ug/L","U","0.040",,"SEMGW","*********",,,"PRP","56553",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-12R","Y","T2023543001","2020/12/18 13:27:00","PP","N","W","034526","Benzo(a)anthracene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 17:55:00","EPA 8270/PAH Low Level","0.040","ug/L","U","0.040",,"SEMGW","*********",,,"PRP","56553",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-28RR","Y","T2023543002","2020/12/18 13:53:00","PP","N","W","034526","Benzo(a)anthracene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 18:23:00","EPA 8270/PAH Low Level","0.040","ug/L","U","0.040",,"SEMGW","*********",,,"PRP","56553",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-31R","Y","T2023543004","2020/12/18 14:20:00","PP","N","W","034526","Benzo(a)anthracene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 19:21:00","EPA 8270/PAH Low Level","0.059","ug/L","I","0.040",,"SEMGW","*********",,,"PRP","56553",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-33","Y","T2023543006","2020/12/18 10:54:00","PP","N","W","034556","Dibenzo(a,h)anthracene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 20:18:00","EPA 8270/PAH Low Level","0.051","ug/L","U","0.051",,"SEMGW","*********",,,"PRP","53703",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-36","Y","T2023543009","2020/12/18 11:20:00","PP","N","W","034556","Dibenzo(a,h)anthracene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 21:44:00","EPA 8270/PAH Low Level","0.051","ug/L","U","0.051",,"SEMGW","*********",,,"PRP","53703",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-35","Y","T2023543008","2020/12/18 11:45:00","PP","N","W","034556","Dibenzo(a,h)anthracene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 21:15:00","EPA 8270/PAH Low Level","0.051","ug/L","U","0.051",,"SEMGW","*********",,,"PRP","53703",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-34","Y","T2023543007","2020/12/18 12:11:00","PP","N","W","034556","Dibenzo(a,h)anthracene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 20:47:00","EPA 8270/PAH Low Level","0.051","ug/L","U","0.051",,"SEMGW","*********",,,"PRP","53703",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-29R","Y","T2023543003","2020/12/18 12:36:00","PP","N","W","034556","Dibenzo(a,h)anthracene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 18:52:00","EPA 8270/PAH Low Level","0.051","ug/L","U","0.051",,"SEMGW","*********",,,"PRP","53703",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-32","Y","T2023543005","2020/12/18 13:00:00","PP","N","W","034556","Dibenzo(a,h)anthracene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 19:49:00","EPA 8270/PAH Low Level","0.051","ug/L","U","0.051",,"SEMGW","*********",,,"PRP","53703",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-12R","Y","T2023543001","2020/12/18 13:27:00","PP","N","W","034556","Dibenzo(a,h)anthracene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 17:55:00","EPA 8270/PAH Low Level","0.050","ug/L","U","0.050",,"SEMGW","*********",,,"PRP","53703",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-28RR","Y","T2023543002","2020/12/18 13:53:00","PP","N","W","034556","Dibenzo(a,h)anthracene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 18:23:00","EPA 8270/PAH Low Level","0.051","ug/L","U","0.051",,"SEMGW","*********",,,"PRP","53703",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-31R","Y","T2023543004","2020/12/18 14:20:00","PP","N","W","034556","Dibenzo(a,h)anthracene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 19:21:00","EPA 8270/PAH Low Level","0.051","ug/L","U","0.051",,"SEMGW","*********",,,"PRP","53703",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-33","Y","T2023543006","2020/12/18 10:54:00","PP","N","W","034696","Naphthalene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 20:18:00","EPA 8270/PAH Low Level","170","ug/L",,"0.053",,"SEMGW","*********",,,"PRP","91203",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-36","Y","T2023543009","2020/12/18 11:20:00","PP","N","W","034696","Naphthalene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 21:44:00","EPA 8270/PAH Low Level","1.3","ug/L",,"0.053",,"SEMGW","*********",,,"PRP","91203",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-35","Y","T2023543008","2020/12/18 11:45:00","PP","N","W","034696","Naphthalene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 21:15:00","EPA 8270/PAH Low Level","9.0","ug/L",,"0.053",,"SEMGW","*********",,,"PRP","91203",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-34","Y","T2023543007","2020/12/18 12:11:00","PP","N","W","034696","Naphthalene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 20:47:00","EPA 8270/PAH Low Level","1.9","ug/L",,"0.053",,"SEMGW","*********",,,"PRP","91203",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-29R","Y","T2023543003","2020/12/18 12:36:00","PP","N","W","034696","Naphthalene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 18:52:00","EPA 8270/PAH Low Level","160","ug/L",,"0.053",,"SEMGW","*********",,,"PRP","91203",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-32","Y","T2023543005","2020/12/18 13:00:00","PP","N","W","034696","Naphthalene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 19:49:00","EPA 8270/PAH Low Level","6.6","ug/L",,"0.053",,"SEMGW","*********",,,"PRP","91203",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-12R","Y","T2023543001","2020/12/18 13:27:00","PP","N","W","034696","Naphthalene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 17:55:00","EPA 8270/PAH Low Level","3.0","ug/L",,"0.052",,"SEMGW","*********",,,"PRP","91203",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-28RR","Y","T2023543002","2020/12/18 13:53:00","PP","N","W","034696","Naphthalene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 18:23:00","EPA 8270/PAH Low Level","12","ug/L",,"0.053",,"SEMGW","*********",,,"PRP","91203",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-31R","Y","T2023543004","2020/12/18 14:20:00","PP","N","W","034696","Naphthalene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 19:21:00","EPA 8270/PAH Low Level","42","ug/L",,"0.053",,"SEMGW","*********",,,"PRP","91203",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-33","Y","T2023543006","2020/12/18 10:54:00","PP","N","W","046491","Methyl-t-butyl ether","E84589","2020/12/23 00:05:00","5030","Y","2020/12/23 03:36:00","EPA 8260","0.71","ug/L","U","0.71",,"SEMGW","*********",,,"PRP","1634044",,"1",,"1.0"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-36","Y","T2023543009","2020/12/18 11:20:00","PP","N","W","046491","Methyl-t-butyl ether","E84589","2020/12/23 00:05:00","5030","Y","2020/12/23 04:55:00","EPA 8260","0.71","ug/L","U","0.71",,"SEMGW","*********",,,"PRP","1634044",,"1",,"1.0"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-35","Y","T2023543008","2020/12/18 11:45:00","PP","N","W","046491","Methyl-t-butyl ether","E84589","2020/12/23 00:05:00","5030","Y","2020/12/23 04:29:00","EPA 8260","0.71","ug/L","U","0.71",,"SEMGW","*********",,,"PRP","1634044",,"1",,"1.0"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-34","Y","T2023543007","2020/12/18 12:11:00","PP","N","W","046491","Methyl-t-butyl ether","E84589","2020/12/23 00:05:00","5030","Y","2020/12/23 04:02:00","EPA 8260","0.71","ug/L","U","0.71",,"SEMGW","*********",,,"PRP","1634044",,"1",,"1.0"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-29R","Y","T2023543003","2020/12/18 12:36:00","PP","N","W","046491","Methyl-t-butyl ether","E84589","2020/12/22 11:45:00","5030","Y","2020/12/22 22:19:00","EPA 8260","0.71","ug/L","U","0.71",,"SEMGW","*********",,,"PRP","1634044",,"1",,"1.0"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-32","Y","T2023543005","2020/12/18 13:00:00","PP","N","W","046491","Methyl-t-butyl ether","E84589","2020/12/23 00:05:00","5030","Y","2020/12/23 03:09:00","EPA 8260","0.71","ug/L","U","0.71",,"SEMGW","*********",,,"PRP","1634044",,"1",,"1.0"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-12R","Y","T2023543001","2020/12/18 13:27:00","PP","N","W","046491","Methyl-t-butyl ether","E84589","2020/12/22 11:45:00","5030","Y","2020/12/22 21:26:00","EPA 8260","0.71","ug/L","U","0.71",,"SEMGW","*********",,,"PRP","1634044",,"1",,"1.0"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-28RR","Y","T2023543002","2020/12/18 13:53:00","PP","N","W","046491","Methyl-t-butyl ether","E84589","2020/12/22 11:45:00","5030","Y","2020/12/22 21:53:00","EPA 8260","0.71","ug/L","U","0.71",,"SEMGW","*********",,,"PRP","1634044",,"1",,"1.0"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-31R","Y","T2023543004","2020/12/18 14:20:00","PP","N","W","046491","Methyl-t-butyl ether","E84589","2020/12/23 00:05:00","5030","Y","2020/12/23 02:43:00","EPA 8260","0.71","ug/L","U","0.71",,"SEMGW","*********",,,"PRP","1634044",,"1",,"1.0"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-33","Y","T2023543006","2020/12/18 10:54:00","PP","N","W","077416","2-Methylnaphthalene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/23 16:56:00","EPA 8270/PAH Low Level","620","ug/L",,"0.31",,"SEMGW","*********",,,"PRP","91576",,"10",,"1.9"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-36","Y","T2023543009","2020/12/18 11:20:00","PP","N","W","077416","2-Methylnaphthalene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 21:44:00","EPA 8270/PAH Low Level","0.38","ug/L",,"0.031",,"SEMGW","*********",,,"PRP","91576",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-35","Y","T2023543008","2020/12/18 11:45:00","PP","N","W","077416","2-Methylnaphthalene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 21:15:00","EPA 8270/PAH Low Level","3.8","ug/L",,"0.031",,"SEMGW","*********",,,"PRP","91576",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-34","Y","T2023543007","2020/12/18 12:11:00","PP","N","W","077416","2-Methylnaphthalene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 20:47:00","EPA 8270/PAH Low Level","0.31","ug/L",,"0.031",,"SEMGW","*********",,,"PRP","91576",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-29R","Y","T2023543003","2020/12/18 12:36:00","PP","N","W","077416","2-Methylnaphthalene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 18:52:00","EPA 8270/PAH Low Level","270","ug/L",,"0.031",,"SEMGW","*********",,,"PRP","91576",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-32","Y","T2023543005","2020/12/18 13:00:00","PP","N","W","077416","2-Methylnaphthalene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 19:49:00","EPA 8270/PAH Low Level","3.6","ug/L",,"0.031",,"SEMGW","*********",,,"PRP","91576",,"1",,"0.19"
